图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE04000066,围裙、裙子、兜,1619159248459T0505VE04000066VE001641619159511018,做饭用的,0,0,1,5,0,做饭用的,"['zuo', 'fan', 'yong', 'de']","['wei-qun', 'qun-zi', 'dou']","{'word': '做饭用的', 'pinyin': ""['zuo', 'fan', 'yong', 'de']"", 'nearest': ['de'], 'minDis': 2.0}",0,,1
VE04000067,眼睛、眼球,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['yan-jing', 'yan-qiu']",{},-1,-1,-1
VE04000067,眼睛、眼球,1619083643741T0404VE04000067VE013611619083852967,/,0,0,0,0,0,,[''],"['yan-jing', 'yan-qiu']",{},-1,-1,-1
VE04000068,锁,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['suo'],{},-1,-1,-1
VE04000068,锁,1609T0604VE04000068VE01330,锁门的东西是这样盖的,0,1,1,4,1,锁门的东西是什么？呢是这样盖着的,"['suo', 'men', 'de', 'dong', 'xi', 'shi', 'shen', 'me', 'ni', 'shi', 'zhe', 'yang', 'gai', 'zhao', 'de']",['suo'],"{'word': '锁门的东西是什么？呢是这样盖着的', 'pinyin': ""['suo', 'men', 'de', 'dong', 'xi', 'shi', 'shen', 'me', 'ni', 'shi', 'zhe', 'yang', 'gai', 'zhao', 'de']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1636T0504VE04000068VE01330,关门的东西,0,0,1,4,0,我们的东西,"['wo', 'men', 'de', 'dong', 'xi']",['suo'],"{'word': '我们的东西', 'pinyin': ""['wo', 'men', 'de', 'dong', 'xi']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1645T0504VE04000068VE01330,锁,0,0,1,4,1,数数啊,"['shu', 'shu', 'a']",['suo'],"{'word': '数数啊', 'pinyin': ""['shu', 'shu', 'a']"", 'nearest': ['shu'], 'minDis': 1.8}",0,,1
VE04000068,锁,1655T0404VE04000068VE01330,钥匙,0,0,1,4,0,要死,"['yao', 'si']",['suo'],"{'word': '要死', 'pinyin': ""['yao', 'si']"", 'nearest': ['yao'], 'minDis': 2.0}",0,,1
VE04000068,锁,1697T0504VE04000068VE01330,锁,0,0,1,4,1,我,['wo'],['suo'],"{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619139303876T0404VE04000068VE013301619139775296,锁,0,0,1,5,1,我,['wo'],['suo'],"{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619140450795T0404VE04000068VE013301619140786713,这是锁门的,0,0,1,4,1,嗯这是是，我们的,"['en', 'zhe', 'shi', 'shi', 'wo', 'men', 'de']",['suo'],"{'word': '嗯这是是，我们的', 'pinyin': ""['en', 'zhe', 'shi', 'shi', 'wo', 'men', 'de']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619140774883T0604VE04000068VE013301619140947255,,0,0,0,0,0,是再说一遍这是什么？这是他们要的这样吃就要的,"['shi', 'zai', 'shuo', 'yi', 'bian', 'zhe', 'shi', 'shen', 'me', 'zhe', 'shi', 'ta', 'men', 'yao', 'de', 'zhe', 'yang', 'chi', 'jiu', 'yao', 'de']",['suo'],"{'word': '是再说一遍这是什么？这是他们要的这样吃就要的', 'pinyin': ""['shi', 'zai', 'shuo', 'yi', 'bian', 'zhe', 'shi', 'shen', 'me', 'zhe', 'shi', 'ta', 'men', 'yao', 'de', 'zhe', 'yang', 'chi', 'jiu', 'yao', 'de']"", 'nearest': ['shuo'], 'minDis': 0.8}",0,1,0
VE04000068,锁,1619141078429T0504VE04000068VE013301619141226505,锁,0,0,1,4,1,我,['wo'],['suo'],"{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619141639151T0404VE04000068VE013301619141851544,/,0,0,0,0,0,,[''],['suo'],{},-1,-1,-1
VE04000068,锁,1619141790389T0304VE04000068VE013301619141976306,这是钥匙,0,0,1,5,0,这是钥匙,"['zhe', 'shi', 'yao', 'chi']",['suo'],"{'word': '这是钥匙', 'pinyin': ""['zhe', 'shi', 'yao', 'chi']"", 'nearest': ['yao'], 'minDis': 2.0}",0,,1
VE04000068,锁,1619141817365T0304VE04000068VE013301619142063222,锁,0,0,1,4,1,我,['wo'],['suo'],"{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619143073964T0504VE04000068VE013301619143336092,锁,0,0,1,4,1,和,['he'],['suo'],"{'word': '和', 'pinyin': ""['he']"", 'nearest': ['he'], 'minDis': 3.0}",0,0,0
VE04000068,锁,1619143494553T0404VE04000068VE013301619143726945,关门,0,0,1,5,0,关门,"['guan', 'men']",['suo'],"{'word': '关门', 'pinyin': ""['guan', 'men']"", 'nearest': ['guan'], 'minDis': 3.0}",0,0,0
VE04000068,锁,1619144024313T0304VE04000068VE013301619144402476,门锁,0,0,1,4,1,门锁,"['men', 'suo']",['suo'],"{'word': '门锁', 'pinyin': ""['men', 'suo']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1619144248468T0404VE04000068VE013301619144467268,锁,0,0,1,4,1,我,['wo'],['suo'],"{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 1.9}",0,,1
VE04000068,锁,1619144432917T0604VE04000068VE013301619144683044,锁,0,0,1,5,1,所嗯,"['suo', 'en']",['suo'],"{'word': '所嗯', 'pinyin': ""['suo', 'en']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1619146069733T0504VE04000068VE013301619146248801,锁,0,0,1,4,1,嗯这个说说说,"['en', 'zhe', 'ge', 'shuo', 'shuo', 'shuo']",['suo'],"{'word': '嗯这个说说说', 'pinyin': ""['en', 'zhe', 'ge', 'shuo', 'shuo', 'shuo']"", 'nearest': ['shuo'], 'minDis': 0.8}",0,1,0
VE04000068,锁,1619146546065T0604VE04000068VE013301619146732927,一个锁,0,0,1,5,1,一个锁,"['yi', 'ge', 'suo']",['suo'],"{'word': '一个锁', 'pinyin': ""['yi', 'ge', 'suo']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1619146580306T0604VE04000068VE013301619146734781,这是锁,0,0,1,4,1,这是锁啊,"['zhe', 'shi', 'suo', 'a']",['suo'],"{'word': '这是锁啊', 'pinyin': ""['zhe', 'shi', 'suo', 'a']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1619146620903T0304VE04000068VE013301619146887411,这是包,0,0,1,3,0,只是包,"['zhi', 'shi', 'bao']",['suo'],"{'word': '只是包', 'pinyin': ""['zhi', 'shi', 'bao']"", 'nearest': ['bao'], 'minDis': 2.0}",0,,1
VE04000068,锁,1619146972584T0404VE04000068VE013301619147190528,锁,0,0,1,4,1,苦,['ku'],['suo'],"{'word': '苦', 'pinyin': ""['ku']"", 'nearest': ['ku'], 'minDis': 2.0}",0,,1
VE04000068,锁,1619151445887T0504VE04000068VE013301619151630133,这是锁,0,0,0,5,1,嗯这是锁,"['en', 'zhe', 'shi', 'suo']",['suo'],"{'word': '嗯这是锁', 'pinyin': ""['en', 'zhe', 'shi', 'suo']"", 'nearest': ['suo'], 'minDis': 0.0}",0,1,0
VE04000068,锁,1619158576930T0404VE04000068VE013301619158793358,这个门上的袜子上的,0,1,1,2,0,在在的这个门上的门上的什么呢？这个门上的袜子上的,"['zai', 'zai', 'de', 'zhe', 'ge', 'men', 'shang', 'de', 'men', 'shang', 'de', 'shen', 'me', 'ni', 'zhe', 'ge', 'men', 'shang', 'de', 'wa', 'zi', 'shang', 'de']",['suo'],"{'word': '在在的这个门上的门上的什么呢？这个门上的袜子上的', 'pinyin': ""['zai', 'zai', 'de', 'zhe', 'ge', 'men', 'shang', 'de', 'men', 'shang', 'de', 'shen', 'me', 'ni', 'zhe', 'ge', 'men', 'shang', 'de', 'wa', 'zi', 'shang', 'de']"", 'nearest': ['zai'], 'minDis': 2.8}",0,0,0
VE04000068,锁,1619158627649T0404VE04000068VE013301619158944310,钥匙,0,0,1,4,0,钥匙,"['yao', 'chi']",['suo'],"{'word': '钥匙', 'pinyin': ""['yao', 'chi']"", 'nearest': ['yao'], 'minDis': 2.0}",0,,1
VE04000069,羽毛,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['yu-mao'],{},-1,-1,-1
VE04000069,羽毛,1619083543016T0405VE04000069VE005691619083840705,/,0,0,0,0,0,,[''],['yu-mao'],{},-1,-1,-1
VE04000069,羽毛,1619083643741T0404VE04000069VE005691619084088164,,0,0,0,0,0,不想在当前呢,"['bu', 'xiang', 'zai', 'dang', 'qian', 'ni']",['yu-mao'],"{'word': '不想在当前呢', 'pinyin': ""['bu', 'xiang', 'zai', 'dang', 'qian', 'ni']"", 'nearest': ['bu', 'xiang'], 'minDis': 2.5}",0,0,0
VE04000070,重、沉,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['zhong', 'chen']",{},-1,-1,-1
VE04000070,重、沉,1604T0605VE04000070VE01175,很重,0,0,1,3,1,好做,"['hao', 'zuo']","['zhong', 'chen']","{'word': '好做', 'pinyin': ""['hao', 'zuo']"", 'nearest': ['hao'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1630T0505VE04000070VE01175,很重,0,0,1,4,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1639T0505VE04000070VE01175,很重,0,0,1,5,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1650T0605VE04000070VE01175,很重,0,0,1,4,1,,[''],"['zhong', 'chen']",{},-1,-1,-1
VE04000070,重、沉,1653T0505VE04000070VE01175,,0,0,0,0,0,那可不行,"['na', 'ke', 'bu', 'xing']","['zhong', 'chen']","{'word': '那可不行', 'pinyin': ""['na', 'ke', 'bu', 'xing']"", 'nearest': ['xing'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1658T0305VE04000070VE01175,,0,0,0,0,0,嗯嗯嗯对对对对,"['en', 'en', 'en', 'dui', 'dui', 'dui', 'dui']","['zhong', 'chen']","{'word': '嗯嗯嗯对对对对', 'pinyin': ""['en', 'en', 'en', 'dui', 'dui', 'dui', 'dui']"", 'nearest': ['en'], 'minDis': 2.0}",0,,1
VE04000070,重、沉,1688T0605VE04000070VE01175,那个好重,0,0,1,3,1,爸爸好之后,"['ba', 'ba', 'hao', 'zhi', 'hou']","['zhong', 'chen']","{'word': '爸爸好之后', 'pinyin': ""['ba', 'ba', 'hao', 'zhi', 'hou']"", 'nearest': ['zhi'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619083543016T0405VE04000070VE011751619083818221,/,0,0,0,0,0,,[''],"['zhong', 'chen']",{},-1,-1,-1
VE04000070,重、沉,1619083643741T0404VE04000070VE011751619084039684,,0,0,0,0,0,那我也想那如果要这样的话呢,"['na', 'wo', 'ye', 'xiang', 'na', 'ru', 'guo', 'yao', 'zhe', 'yang', 'de', 'hua', 'ni']","['zhong', 'chen']","{'word': '那我也想那如果要这样的话呢', 'pinyin': ""['na', 'wo', 'ye', 'xiang', 'na', 'ru', 'guo', 'yao', 'zhe', 'yang', 'de', 'hua', 'ni']"", 'nearest': ['zhe'], 'minDis': 1.8}",0,,1
VE04000070,重、沉,1619139009901T0605VE04000070VE011751619139189922,这个很重,0,0,1,5,1,这个很重,"['zhe', 'ge', 'hen', 'zhong']","['zhong', 'chen']","{'word': '这个很重', 'pinyin': ""['zhe', 'ge', 'hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619139362036T0505VE04000070VE011751619139563733,这个不轻,0,0,1,5,1,这个不仅,"['zhe', 'ge', 'bu', 'jin']","['zhong', 'chen']","{'word': '这个不仅', 'pinyin': ""['zhe', 'ge', 'bu', 'jin']"", 'nearest': ['zhe'], 'minDis': 1.8}",0,,1
VE04000070,重、沉,1619139674735T0305VE04000070VE011751619140013219,,0,0,0,0,0,这个很清这个呢看,"['zhe', 'ge', 'hen', 'qing', 'zhe', 'ge', 'ni', 'kan']","['zhong', 'chen']","{'word': '这个很清这个呢看', 'pinyin': ""['zhe', 'ge', 'hen', 'qing', 'zhe', 'ge', 'ni', 'kan']"", 'nearest': ['hen'], 'minDis': 1.0}",0,,1
VE04000070,重、沉,1619139998071T0405VE04000070VE011751619140158955,很重,0,0,0,5,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619140177098T0505VE04000070VE011751619140513691,,0,0,0,0,0,嗯这个很轻，这个很什么？呢,"['en', 'zhe', 'ge', 'hen', 'qing', 'zhe', 'ge', 'hen', 'shen', 'me', 'ni']","['zhong', 'chen']","{'word': '嗯这个很轻，这个很什么？呢', 'pinyin': ""['en', 'zhe', 'ge', 'hen', 'qing', 'zhe', 'ge', 'hen', 'shen', 'me', 'ni']"", 'nearest': ['shen'], 'minDis': 0.8}",0,1,0
VE04000070,重、沉,1619141317920T0505VE04000070VE011751619141496011,,0,0,0,0,0,嗯,['en'],"['zhong', 'chen']","{'word': '嗯', 'pinyin': ""['en']"", 'nearest': ['en'], 'minDis': 2.0}",0,,1
VE04000070,重、沉,1619141757575T0405VE04000070VE011751619141951684,很重,0,0,0,4,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619142411224T0305VE04000070VE011751619142619719,那个是垃圾桶,0,0,1,4,0,那个是街头,"['na', 'ge', 'shi', 'jie', 'tou']","['zhong', 'chen']","{'word': '那个是街头', 'pinyin': ""['na', 'ge', 'shi', 'jie', 'tou']"", 'nearest': ['shi'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619144180422T0305VE04000070VE011751619144411748,是黑色,0,0,1,4,0,是黑色,"['shi', 'hei', 'se']","['zhong', 'chen']","{'word': '是黑色', 'pinyin': ""['shi', 'hei', 'se']"", 'nearest': ['hei'], 'minDis': 2.0}",0,,1
VE04000070,重、沉,1619144815875T0305VE04000070VE011751619145021673,,0,0,0,0,0,然后我说的谁,"['ran', 'hou', 'wo', 'shuo', 'de', 'shui']","['zhong', 'chen']","{'word': '然后我说的谁', 'pinyin': ""['ran', 'hou', 'wo', 'shuo', 'de', 'shui']"", 'nearest': ['shuo'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619145146929T0605VE04000070VE011751619145324101,,0,0,0,0,0,就是,"['jiu', 'shi']","['zhong', 'chen']","{'word': '就是', 'pinyin': ""['jiu', 'shi']"", 'nearest': ['shi'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619145327067T0405VE04000070VE011751619145548482,重,0,0,0,4,1,,[''],"['zhong', 'chen']",{},-1,-1,-1
VE04000070,重、沉,1619145438274T0305VE04000070VE011751619145592479,是是,0,0,1,5,0,那个嗯多少？是什么是这是什么？,"['na', 'ge', 'en', 'duo', 'shao', 'shi', 'shen', 'me', 'shi', 'zhe', 'shi', 'shen', 'me']","['zhong', 'chen']","{'word': '那个嗯多少？是什么是这是什么？', 'pinyin': ""['na', 'ge', 'en', 'duo', 'shao', 'shi', 'shen', 'me', 'shi', 'zhe', 'shi', 'shen', 'me']"", 'nearest': ['shen'], 'minDis': 0.8}",0,1,0
VE04000070,重、沉,1619147428694T0405VE04000070VE011751619147651952,这个是挂东西的,0,0,1,4,0,这个是刮东西的,"['zhe', 'ge', 'shi', 'gua', 'dong', 'xi', 'de']","['zhong', 'chen']","{'word': '这个是刮东西的', 'pinyin': ""['zhe', 'ge', 'shi', 'gua', 'dong', 'xi', 'de']"", 'nearest': ['zhe'], 'minDis': 1.8}",0,,1
VE04000070,重、沉,1619147576576T0605VE04000070VE011751619147709236,很重,0,0,0,5,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619147712122T0405VE04000070VE011751619147900645,很重,0,0,0,4,1,好动,"['hao', 'dong']","['zhong', 'chen']","{'word': '好动', 'pinyin': ""['hao', 'dong']"", 'nearest': ['dong'], 'minDis': 2.0}",0,,1
VE04000070,重、沉,1619151122230T0605VE04000070VE011751619151274647,很重,0,0,0,5,1,很重,"['hen', 'zhong']","['zhong', 'chen']","{'word': '很重', 'pinyin': ""['hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619151573076T0605VE04000070VE011751619151740298,很重,0,0,1,5,1,很重很重,"['hen', 'zhong', 'hen', 'zhong']","['zhong', 'chen']","{'word': '很重很重', 'pinyin': ""['hen', 'zhong', 'hen', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE04000070,重、沉,1619151623026T0505VE04000070VE011751619151814851,很重,0,0,0,4,1,好就,"['hao', 'jiu']","['zhong', 'chen']","{'word': '好就', 'pinyin': ""['hao', 'jiu']"", 'nearest': ['hao'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1619158045068T0405VE04000070VE011751619158175866,很做,0,0,0,3,1,,[''],"['zhong', 'chen']",{},-1,-1,-1
VE04000070,重、沉,1619158220729T0405VE04000070VE011751619158416138,这个羽毛,0,0,1,4,0,这个女毛,"['zhe', 'ge', 'nv', 'mao']","['zhong', 'chen']","{'word': '这个女毛', 'pinyin': ""['zhe', 'ge', 'nv', 'mao']"", 'nearest': ['zhe'], 'minDis': 1.8}",0,,1
VE04000070,重、沉,1619158486998T0405VE04000070VE011751619158676491,很计,0,0,1,2,0,你觉得是什么可能,"['ni', 'jue', 'de', 'shi', 'shen', 'me', 'ke', 'neng']","['zhong', 'chen']","{'word': '你觉得是什么可能', 'pinyin': ""['ni', 'jue', 'de', 'shi', 'shen', 'me', 'ke', 'neng']"", 'nearest': ['shen'], 'minDis': 0.8}",0,1,0
VE04000070,重、沉,1619158604943T0405VE04000070VE011751619158811193,,0,0,0,0,0,这个是我猜这个这是瓶罐,"['zhe', 'ge', 'shi', 'wo', 'cai', 'zhe', 'ge', 'zhe', 'shi', 'ping', 'guan']","['zhong', 'chen']","{'word': '这个是我猜这个这是瓶罐', 'pinyin': ""['zhe', 'ge', 'shi', 'wo', 'cai', 'zhe', 'ge', 'zhe', 'shi', 'ping', 'guan']"", 'nearest': ['zhe'], 'minDis': 1.8}",0,,1
VE04000070,重、沉,1619159248459T0505VE04000070VE011751619159453820,那个也很轻,0,0,1,5,0,那个也很强,"['na', 'ge', 'ye', 'hen', 'qiang']","['zhong', 'chen']","{'word': '那个也很强', 'pinyin': ""['na', 'ge', 'ye', 'hen', 'qiang']"", 'nearest': ['hen'], 'minDis': 1.0}",0,,1
VE04000070,重、沉,1619159528269T0305VE04000070VE011751619159788438,,0,0,0,0,0,有多少？,"['you', 'duo', 'shao']","['zhong', 'chen']","{'word': '有多少？', 'pinyin': ""['you', 'duo', 'shao']"", 'nearest': ['shao'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619160509371T0305VE04000070VE011751619160699359,这个很这个很这个很硬,0,0,1,4,0,这个很这个很这个很这个很硬,"['zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'ying']","['zhong', 'chen']","{'word': '这个很这个很这个很这个很硬', 'pinyin': ""['zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'zhe', 'ge', 'hen', 'ying']"", 'nearest': ['hen'], 'minDis': 1.0}",0,,1
VE05000121,座,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,['zuo'],{},-1,-1,-1
VE05000121,座,1636T0504VE05000121VE00681,0,0,0,0,0,0,三三十分好的,"['san', 'san', 'shi', 'fen', 'hao', 'de']",['zuo'],"{'word': '三三十分好的', 'pinyin': ""['san', 'san', 'shi', 'fen', 'hao', 'de']"", 'nearest': ['hao'], 'minDis': 2.0}",0,,1
VE05000121,座,1645T0504VE05000121VE00681,0,0,0,0,0,0,嗯对呀,"['en', 'dui', 'ya']",['zuo'],"{'word': '嗯对呀', 'pinyin': ""['en', 'dui', 'ya']"", 'nearest': ['dui'], 'minDis': 2.0}",0,,1
VE05000121,座,1697T0504VE05000121VE00681,0,0,0,0,0,0,是的形的，三角形的,"['shi', 'de', 'xing', 'de', 'san', 'jiao', 'xing', 'de']",['zuo'],"{'word': '是的形的，三角形的', 'pinyin': ""['shi', 'de', 'xing', 'de', 'san', 'jiao', 'xing', 'de']"", 'nearest': ['san'], 'minDis': 2.8}",0,0,0
VE05000121,座,1619084459872T0505VE05000121VE006811619084828308,0,0,0,0,0,0,,[''],['zuo'],{},-1,-1,-1
VE05000121,座,1619141078429T0504VE05000121VE006811619141267186,一座一座的,0,0,0,4,1,一一座一座的,"['yi', 'yi', 'zuo', 'yi', 'zuo', 'de']",['zuo'],"{'word': '一一座一座的', 'pinyin': ""['yi', 'yi', 'zuo', 'yi', 'zuo', 'de']"", 'nearest': ['zuo'], 'minDis': 0.0}",0,1,0
VE05000121,座,1619143073964T0504VE05000121VE006811619143377278,0,0,0,0,0,0,这个呢,"['zhe', 'ge', 'ni']",['zuo'],"{'word': '这个呢', 'pinyin': ""['zhe', 'ge', 'ni']"", 'nearest': ['zhe'], 'minDis': 2.8}",0,0,0
VE05000121,座,1619146069733T0504VE05000121VE006811619146289803,很高,0,0,0,4,0,很高,"['hen', 'gao']",['zuo'],"{'word': '很高', 'pinyin': ""['hen', 'gao']"", 'nearest': ['gao'], 'minDis': 2.0}",0,,1
VE05000121,座,1619151445887T0504VE05000121VE006811619151679617,只有一棵而且有点大,0,0,0,5,0,嗯只有一颗，而且有点大,"['en', 'zhi', 'you', 'yi', 'ke', 'er', 'qie', 'you', 'dian', 'da']",['zuo'],"{'word': '嗯只有一颗，而且有点大', 'pinyin': ""['en', 'zhi', 'you', 'yi', 'ke', 'er', 'qie', 'you', 'dian', 'da']"", 'nearest': ['you'], 'minDis': 2.6}",0,0,0
VE05000122,叼、骨头,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,"['diao', 'gu-tou']",{},-1,-1,-1
VE05000122,叼、骨头,1605T0502VE05000122VE00479,他在吃骨头,0,0,0,5,1,它在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']","['diao', 'gu-tou']","{'word': '它在吃骨头', 'pinyin': ""['ta', 'zai', 'chi', 'gu', 'tou']"", 'nearest': ['gu', 'tou'], 'minDis': 0.0}",0,1,0
VE05000122,叼、骨头,1606T0602VE05000122VE00479,他在吃东西,0,0,0,5,0,还带吃东西,"['huan', 'dai', 'chi', 'dong', 'xi']","['diao', 'gu-tou']","{'word': '还带吃东西', 'pinyin': ""['huan', 'dai', 'chi', 'dong', 'xi']"", 'nearest': ['dai'], 'minDis': 2.0}",0,,1
VE05000122,叼、骨头,1629T0502VE05000122VE00479,骨头,0,0,0,2,1,土豆,"['tu', 'dou']","['diao', 'gu-tou']","{'word': '土豆', 'pinyin': ""['tu', 'dou']"", 'nearest': ['tu', 'dou'], 'minDis': 0.95}",0,1,0
VE05000122,叼、骨头,1632T0402VE05000122VE00479,吃骨头,0,0,0,3,1,吃骨头,"['chi', 'gu', 'tou']","['diao', 'gu-tou']","{'word': '吃骨头', 'pinyin': ""['chi', 'gu', 'tou']"", 'nearest': ['gu', 'tou'], 'minDis': 0.0}",0,1,0
VE05000122,叼、骨头,1643T0502VE05000122VE00479,他在咬骨头,0,0,0,4,0,还在摇骨，骨头,"['huan', 'zai', 'yao', 'gu', 'gu', 'tou']","['diao', 'gu-tou']","{'word': '还在摇骨，骨头', 'pinyin': ""['huan', 'zai', 'yao', 'gu', 'gu', 'tou']"", 'nearest': ['gu', 'tou'], 'minDis': 0.0}",0,1,0
VE05000122,叼、骨头,1646T0602VE05000122VE00479,吃东西,0,0,0,5,0,吃东西,"['chi', 'dong', 'xi']","['diao', 'gu-tou']","{'word': '吃东西', 'pinyin': ""['chi', 'dong', 'xi']"", 'nearest': ['dong'], 'minDis': 3.0}",0,0,0
VE05000122,叼、骨头,1659T0302VE05000122VE00479,吃骨头,0,0,0,3,1,先补一下嗯,"['xian', 'bu', 'yi', 'xia', 'en']","['diao', 'gu-tou']","{'word': '先补一下嗯', 'pinyin': ""['xian', 'bu', 'yi', 'xia', 'en']"", 'nearest': ['xian'], 'minDis': 2.0}",0,,1
VE05000122,叼、骨头,1691T0602VE05000122VE00479,吃东西,0,0,0,5,0,吃东西,"['chi', 'dong', 'xi']","['diao', 'gu-tou']","{'word': '吃东西', 'pinyin': ""['chi', 'dong', 'xi']"", 'nearest': ['dong'], 'minDis': 3.0}",0,0,0
VE05000122,叼、骨头,1701T0402VE05000122VE00479,0,0,0,0,0,0,他就变成嗯给他他他是什么团队,"['ta', 'jiu', 'bian', 'cheng', 'en', 'gei', 'ta', 'ta', 'ta', 'shi', 'shen', 'me', 'tuan', 'dui']","['diao', 'gu-tou']","{'word': '他就变成嗯给他他他是什么团队', 'pinyin': ""['ta', 'jiu', 'bian', 'cheng', 'en', 'gei', 'ta', 'ta', 'ta', 'shi', 'shen', 'me', 'tuan', 'dui']"", 'nearest': ['bian'], 'minDis': 2.0}",0,,1
VE05000122,叼、骨头,1702T0502VE05000122VE00479,0,0,0,0,0,0,就是因为小狗,"['jiu', 'shi', 'yin', 'wei', 'xiao', 'gou']","['diao', 'gu-tou']","{'word': '就是因为小狗', 'pinyin': ""['jiu', 'shi', 'yin', 'wei', 'xiao', 'gou']"", 'nearest': ['xiao'], 'minDis': 1.0}",0,,1
